year,site,block,time,group_id,Ew,M1,M2,M3,M4,M5
1992,"NARROGIN (CURNOW)",E,252,45,60,5.4,7.4,8,6.7,12
1992,"NARROGIN (CURNOW)",E,259,45,17,1.6,6.4,7.8,8.6,9.7
1992,"NARROGIN (CURNOW)",E,266,45,35.5,9.9,25,19.4,14.4,13.9
1992,"NARROGIN (CURNOW)",E,273,45,22.5,7.6,11,12.9,13.2,19.8
1992,"NARROGIN (CURNOW)",E,280,45,6.5,3.6,10.3,18.1,29.6,35.3
1992,"NARROGIN (CURNOW)",E,287,45,4,2.7,9.6,11.1,12.8,42
1992,"NARROGIN (CURNOW)",E,294,45,3,0.7,3.7,7.9,10.3,44.1
1992,"NARROGIN (CURNOW)",E,301,45,0,0,0,0,0,0.7
1992,"NARROGIN (CURNOW)",E,308,45,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",E,315,45,NA,0,0,0,0,0
1992,"NARROGIN (CURNOW)",F,112,46,NA,0.1,0.8,37.3,13.6,4.3
1992,"NARROGIN (CURNOW)",F,120,46,0,0.1,0.3,1.8,12.7,15.7
1992,"NARROGIN (CURNOW)",F,126,46,35,0.2,0.4,0.3,6.9,72.5
1992,"NARROGIN (CURNOW)",F,133,46,0.5,24.1,19.4,6.4,5.2,169.1
1992,"NARROGIN (CURNOW)",F,140,46,0,1.1,7.2,6.1,0.9,14.4
1992,"NARROGIN (CURNOW)",F,147,46,9,0.7,3.2,5.4,2.2,12.9
1992,"NARROGIN (CURNOW)",F,154,46,0,2.9,7,15,19,25.5
1992,"NARROGIN (CURNOW)",F,161,46,0,0,1.9,3.9,3.8,8.8
1992,"NARROGIN (CURNOW)",F,168,46,6,0,1.1,1.7,1.7,3.8
1992,"NARROGIN (CURNOW)",F,175,46,0,0,0.6,0.8,2.3,1.4
1992,"NARROGIN (CURNOW)",F,182,46,134,0.1,1.2,2.7,4.7,9.6
1992,"NARROGIN (CURNOW)",F,189,46,0,1.1,1.2,1.7,1.4,7
1992,"NARROGIN (CURNOW)",F,196,46,58,0.4,1.5,2.2,1.5,5.1
1992,"NARROGIN (CURNOW)",F,203,46,0.5,1.3,0.5,1,2.1,4
1992,"NARROGIN (CURNOW)",F,210,46,27.5,4.7,7.1,1.4,2.9,5.5
1992,"NARROGIN (CURNOW)",F,217,46,19,0,0.4,0.6,1.2,8.2
1992,"NARROGIN (CURNOW)",F,224,46,0,0,0.3,0.1,1.5,3.7
1992,"NARROGIN (CURNOW)",F,231,46,25,11.2,20.3,9.6,8.6,9.4
1992,"NARROGIN (CURNOW)",F,238,46,1.5,0,0.1,0.6,0.8,6
1992,"NARROGIN (CURNOW)",F,245,46,1,0.7,2.9,3.2,3.9,7
1992,"NARROGIN (CURNOW)",F,252,46,7,3.7,4.7,3,3.2,6
1992,"NARROGIN (CURNOW)",F,259,46,6,4.9,7.7,4.7,4.6,6.2
1992,"NARROGIN (CURNOW)",F,266,46,37,15.2,18.4,15.9,10.2,7.1
1992,"NARROGIN (CURNOW)",F,273,46,31.5,6.3,9.8,7.8,7.2,11
1992,"NARROGIN (CURNOW)",F,280,46,0,2,1.3,1.7,2.8,5.5
1992,"NARROGIN (CURNOW)",F,287,46,0,0.7,1.2,3.3,5.2,23.1
1992,"NARROGIN (CURNOW)",F,294,46,4,0.1,0.4,0.4,0.3,6.1
1992,"NARROGIN (CURNOW)",F,301,46,1,0,0,0,0,3
1992,"NARROGIN (CURNOW)",F,308,46,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",F,315,46,NA,0,0,0,0,0
1992,"NARROGIN (CURNOW)",G,112,47,NA,0,0.1,42.6,93.4,3.4
1992,"NARROGIN (CURNOW)",G,120,47,18.5,0,0.3,1.9,25.4,52.8
1992,"NARROGIN (CURNOW)",G,126,47,53,0.2,0.2,0.3,4.9,95.9
1992,"NARROGIN (CURNOW)",G,133,47,274,23,14.2,3.8,5.4,135.5
1992,"NARROGIN (CURNOW)",G,140,47,238.5,4.1,24.2,10.5,1.2,35.4
1992,"NARROGIN (CURNOW)",G,147,47,12,2.7,12.3,20.6,7.1,21.2
1992,"NARROGIN (CURNOW)",G,154,47,10,1.9,7.1,14.7,14.5,12.9
1992,"NARROGIN (CURNOW)",G,161,47,3,0.3,2.7,5.7,7,8.5
1992,"NARROGIN (CURNOW)",G,168,47,6.5,0,0.7,4.8,5.1,8.6
1992,"NARROGIN (CURNOW)",G,175,47,3,0,0.8,3.2,3.6,4.1
1992,"NARROGIN (CURNOW)",G,182,47,86.5,0,0.3,1.3,2.9,4.3
1992,"NARROGIN (CURNOW)",G,189,47,13,0.3,1.4,1.3,1,2
1992,"NARROGIN (CURNOW)",G,196,47,0,0.3,0.7,0.7,0.4,2
1992,"NARROGIN (CURNOW)",G,203,47,2.5,2.9,4.1,4,2.7,5.9
1992,"NARROGIN (CURNOW)",G,210,47,3.5,3,9,2,1.5,5.7
1992,"NARROGIN (CURNOW)",G,217,47,32.5,11.5,49.1,22.4,6.6,15.5
1992,"NARROGIN (CURNOW)",G,224,47,0,2,4.5,3.8,3.7,5.8
1992,"NARROGIN (CURNOW)",G,231,47,3.5,2.8,23,14,16.1,10.8
1992,"NARROGIN (CURNOW)",G,238,47,28.5,1.2,5.5,7.4,8.6,14.3
1992,"NARROGIN (CURNOW)",G,245,47,8.5,0.5,2,3.1,4.4,7.3
1992,"NARROGIN (CURNOW)",G,252,47,64.5,2,4.8,4.2,4.7,6.3
1992,"NARROGIN (CURNOW)",G,259,47,171.5,8,16.7,13.8,8.8,11.5
1992,"NARROGIN (CURNOW)",G,266,47,43,15,17.1,13.6,9.8,7.3
1992,"NARROGIN (CURNOW)",G,273,47,11.5,2.8,4.3,6.1,7.2,9.3
1992,"NARROGIN (CURNOW)",G,280,47,0,1.3,1.3,2,3.8,8.3
1992,"NARROGIN (CURNOW)",G,287,47,0.5,0.7,1.6,2.1,2.9,12
1992,"NARROGIN (CURNOW)",G,294,47,0,0,0.7,1.9,5.4,32.1
1992,"NARROGIN (CURNOW)",G,301,47,0,0,0,0,0.1,0.8
1992,"NARROGIN (CURNOW)",G,308,47,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",G,315,47,NA,0,0,0,0,0
1992,"NARROGIN (CURNOW)",H,112,48,NA,0.2,1,43.7,40.3,2.7
1992,"NARROGIN (CURNOW)",H,120,48,9,0.6,0.5,0.8,9.7,60.6
1992,"NARROGIN (CURNOW)",H,126,48,34,0.1,0.3,1.3,4.5,70
1992,"NARROGIN (CURNOW)",H,133,48,328.5,18.3,12.7,1.4,3.1,90.8
1992,"NARROGIN (CURNOW)",H,140,48,233,12.3,33.9,21.9,3,63
1992,"NARROGIN (CURNOW)",H,147,48,10,0.7,5,16.1,13.1,16.8
1992,"NARROGIN (CURNOW)",H,154,48,11.5,0.7,4.5,14.1,20.6,20.8
1992,"NARROGIN (CURNOW)",H,161,48,6.5,0.3,2.8,7.3,7.9,10.4
1992,"NARROGIN (CURNOW)",H,168,48,0.5,0,0,1.6,3.3,5.4
1992,"NARROGIN (CURNOW)",H,175,48,0,0.1,0.2,1.3,2.3,2.6
1992,"NARROGIN (CURNOW)",H,182,48,14,0.4,0.8,1.5,2.9,4.9
1992,"NARROGIN (CURNOW)",H,189,48,6.5,1.8,4.3,3.1,3.3,9.9
1992,"NARROGIN (CURNOW)",H,196,48,23,1.5,2.3,0.9,0.6,3.4
1992,"NARROGIN (CURNOW)",H,203,48,54.5,3.6,4.7,3.4,1.8,5
1992,"NARROGIN (CURNOW)",H,210,48,15.5,9.2,24.2,8.4,6,6
1992,"NARROGIN (CURNOW)",H,217,48,52.5,16.8,31,9.1,6.3,5.9
1992,"NARROGIN (CURNOW)",H,224,48,32,1.7,7.3,9.5,11.2,11.5
1992,"NARROGIN (CURNOW)",H,231,48,0,5.1,23.2,23.4,26.1,25.5
1992,"NARROGIN (CURNOW)",H,238,48,0.5,1.6,7.9,16.2,15.6,17.5
1992,"NARROGIN (CURNOW)",H,245,48,75,2.1,5.7,7.7,8,13.6
1992,"NARROGIN (CURNOW)",H,252,48,43.5,5.1,8.3,6.4,6.4,10.3
1992,"NARROGIN (CURNOW)",H,259,48,180,12.6,21.1,12.1,7.2,15.9
1992,"NARROGIN (CURNOW)",H,266,48,17.5,13.7,25,28.4,28.2,19
1992,"NARROGIN (CURNOW)",H,273,48,0.5,12.1,21,20.7,20.1,19.8
1992,"NARROGIN (CURNOW)",H,280,48,0,2.1,5.6,14.2,14.9,20.8
1992,"NARROGIN (CURNOW)",H,287,48,6.5,1.6,6.5,9.9,14.8,25.6
1992,"NARROGIN (CURNOW)",H,294,48,0.5,0,1.1,2.9,6.3,41.8
1992,"NARROGIN (CURNOW)",H,301,48,0,0,0,0.1,0.1,0.3
1992,"NARROGIN (CURNOW)",H,308,48,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",H,315,48,NA,0,0,0,0,0
1992,"NARROGIN (CURNOW)",I,112,49,NA,0,0.5,45.2,48.3,4.4
1992,"NARROGIN (CURNOW)",I,120,49,2,1.6,1.4,2.9,3.8,55.4
1992,"NARROGIN (CURNOW)",I,126,49,2,0.3,0.8,1.8,5.9,51.2
1992,"NARROGIN (CURNOW)",I,133,49,119,23.9,18.6,4.3,1.8,112.6
1992,"NARROGIN (CURNOW)",I,140,49,11,20.5,48.3,27.4,3.8,20.2
1992,"NARROGIN (CURNOW)",I,147,49,0,1.8,9.7,16,11.5,20.3
1992,"NARROGIN (CURNOW)",I,154,49,2,0.4,5.1,10.7,16.3,14.4
1992,"NARROGIN (CURNOW)",I,161,49,0,0,2.5,5.4,10,12.2
1992,"NARROGIN (CURNOW)",I,168,49,0,0.1,1,3.7,4.4,12.7
1992,"NARROGIN (CURNOW)",I,175,49,6.5,0,0.1,1.9,5.6,10.2
1992,"NARROGIN (CURNOW)",I,182,49,16,0.1,0.2,0.8,1.2,3.8
1992,"NARROGIN (CURNOW)",I,189,49,40,1,2.5,1,1,6.3
1992,"NARROGIN (CURNOW)",I,196,49,25.5,1.4,2.8,2.1,0.3,2.6
1992,"NARROGIN (CURNOW)",I,203,49,10,6.1,4.7,2.3,1,3
1992,"NARROGIN (CURNOW)",I,210,49,55,3,21.6,10.7,7,5.3
1992,"NARROGIN (CURNOW)",I,217,49,31.5,7.3,20.5,13.8,7.6,13.7
1992,"NARROGIN (CURNOW)",I,224,49,9,2.5,7.1,10.9,10.9,7.5
1992,"NARROGIN (CURNOW)",I,231,49,122,3.4,6.9,7.2,9.5,12.7
1992,"NARROGIN (CURNOW)",I,238,49,29.5,0.5,4,10.6,11.3,20.4
1992,"NARROGIN (CURNOW)",I,245,49,13,3,4.8,5.5,6,16.6
1992,"NARROGIN (CURNOW)",I,252,49,76.5,3.7,6.9,6,5.2,12.1
1992,"NARROGIN (CURNOW)",I,259,49,43.5,6.7,13.3,11.1,7,12.2
1992,"NARROGIN (CURNOW)",I,266,49,12.5,6.6,7.6,6.7,6.6,9.4
1992,"NARROGIN (CURNOW)",I,273,49,13,5.3,10.5,13,15.5,30.5
1992,"NARROGIN (CURNOW)",I,280,49,20.5,2.2,4,8.9,13.7,25.5
1992,"NARROGIN (CURNOW)",I,287,49,0,0.2,2.9,8.8,19.9,113.4
1992,"NARROGIN (CURNOW)",I,294,49,1.5,0,0.7,1.2,2.7,14.9
1992,"NARROGIN (CURNOW)",I,301,49,0,0,0,0,0,0.1
1992,"NARROGIN (CURNOW)",I,308,49,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",I,315,49,NA,0,0,0,0,0
1992,"NARROGIN (CURNOW)",J,112,50,NA,0,0.7,3.1,3.1,1.3
1992,"NARROGIN (CURNOW)",J,120,50,56,0,0.3,0.5,5,63.4
1992,"NARROGIN (CURNOW)",J,126,50,5,3.3,2.7,4,7.4,65.9
1992,"NARROGIN (CURNOW)",J,133,50,93.5,32.9,24,10,4,104.7
1992,"NARROGIN (CURNOW)",J,140,50,137.5,11.2,41.1,23,7.2,34.6
1992,"NARROGIN (CURNOW)",J,147,50,26,1.6,4.3,9.6,8.3,15.9
1992,"NARROGIN (CURNOW)",J,154,50,5,1.7,6,12,14.9,10.1
1992,"NARROGIN (CURNOW)",J,161,50,0,0.1,1.2,2.8,9.5,13.3
1992,"NARROGIN (CURNOW)",J,168,50,0,0,0.5,1.6,3,6.5
1992,"NARROGIN (CURNOW)",J,175,50,0,0,0,1.1,2.4,4.3
1992,"NARROGIN (CURNOW)",J,182,50,17.5,0.1,0.6,1,1.4,6.3
1992,"NARROGIN (CURNOW)",J,189,50,23,1.6,3,2,1.9,3.5
1992,"NARROGIN (CURNOW)",J,196,50,16,0.9,2.6,2.3,0.4,2.9
1992,"NARROGIN (CURNOW)",J,203,50,17,4.5,3.7,1.5,1.8,2.9
1992,"NARROGIN (CURNOW)",J,210,50,0,1.7,10.4,4.5,4.5,6.1
1992,"NARROGIN (CURNOW)",J,217,50,74,5.1,9.3,3.8,3.1,9.6
1992,"NARROGIN (CURNOW)",J,224,50,99.5,12.3,11.9,11.3,14.5,20.4
1992,"NARROGIN (CURNOW)",J,231,50,44.5,5.9,10.2,10.1,11.2,14.8
1992,"NARROGIN (CURNOW)",J,238,50,4,1.8,4.1,5.8,3.8,11.3
1992,"NARROGIN (CURNOW)",J,245,50,88.5,2.9,5.1,6.2,6.8,13.7
1992,"NARROGIN (CURNOW)",J,252,50,65,5.5,9.2,8.3,5.3,9.2
1992,"NARROGIN (CURNOW)",J,259,50,8,2.3,4.3,5.6,3,9.1
1992,"NARROGIN (CURNOW)",J,266,50,NA,8.7,6.8,6.7,7.5,8.7
1992,"NARROGIN (CURNOW)",J,273,50,10,1.9,6.7,9.8,11.7,25.7
1992,"NARROGIN (CURNOW)",J,280,50,2,0.8,4.2,13.2,19.6,39.2
1992,"NARROGIN (CURNOW)",J,287,50,1.5,0.5,1.4,1.7,2.1,16.6
1992,"NARROGIN (CURNOW)",J,294,50,0,0,0.1,0.6,0.4,1.1
1992,"NARROGIN (CURNOW)",J,301,50,0,0,0,0,0.1,0.1
1992,"NARROGIN (CURNOW)",J,308,50,0,0,0,0,0,0
1992,"NARROGIN (CURNOW)",J,315,50,NA,0,0,0,0,0
