year,site,block,time,group_id,Ew,M1,M2,M3,M4,M5
1990,KEYSBROOK (DELBORELLO),A,130,1,63,0.3,1,1.6,3.3,9.1
1990,KEYSBROOK (DELBORELLO),A,135,1,56,1.8,2.2,0.4,2.7,18
1990,KEYSBROOK (DELBORELLO),A,143,1,188.5,17.7,5.9,2.9,4.2,18.5
1990,KEYSBROOK (DELBORELLO),A,150,1,326.5,47.9,31.5,9.6,7.7,22.3
1990,KEYSBROOK (DELBORELLO),A,157,1,404.5,30.8,111.5,40.3,8.6,23.1
1990,KEYSBROOK (DELBORELLO),A,171,1,255,38.7,49.3,60.8,30.3,71.5
1990,KEYSBROOK (DELBORELLO),A,178,1,116,34.3,89.8,59.3,41.7,81.4
1990,KEYSBROOK (DELBORELLO),A,185,1,73.5,8.3,36.5,46.4,50.4,69.7
1990,KEYSBROOK (DELBORELLO),A,192,1,3,34.2,62.6,79.6,65.3,27.9
1990,KEYSBROOK (DELBORELLO),A,199,1,43.5,100.1,72.6,45.3,51.8,18.8
1990,KEYSBROOK (DELBORELLO),A,206,1,8,78.6,56.2,19.2,9.5,1.6
1990,KEYSBROOK (DELBORELLO),A,213,1,11.5,64.2,29,12.1,6.1,5.7
1990,KEYSBROOK (DELBORELLO),A,220,1,10,9.6,81.6,8.2,3.4,7.6
1990,KEYSBROOK (DELBORELLO),A,227,1,6.5,4.3,37.8,30.6,2.2,4.8
1990,KEYSBROOK (DELBORELLO),A,234,1,9.5,4.5,14.8,27.2,16.8,6.7
1990,KEYSBROOK (DELBORELLO),A,241,1,13,6.5,13.8,17.3,19.3,3.6
1990,KEYSBROOK (DELBORELLO),A,248,1,219,14.6,9.3,8.5,15.6,14.1
1990,KEYSBROOK (DELBORELLO),A,255,1,54,26.5,24.7,8.3,6.7,4.4
1990,KEYSBROOK (DELBORELLO),A,256,1,22,33.3,107.7,91.6,24.5,35.4
1990,KEYSBROOK (DELBORELLO),A,262,1,27.5,10.9,84.3,18.7,11.6,6.8
1990,KEYSBROOK (DELBORELLO),A,269,1,29,4.2,120.9,58.4,8.3,4.5
1990,KEYSBROOK (DELBORELLO),A,276,1,6.5,1.1,24.5,53.4,57,30.8
1990,KEYSBROOK (DELBORELLO),A,283,1,11,1.4,10.9,27.9,83.9,44.8
1990,KEYSBROOK (DELBORELLO),A,290,1,6.5,0.1,2.5,6,28.4,55.2
1990,KEYSBROOK (DELBORELLO),A,297,1,0,0,5.9,11.3,27.3,72
1990,KEYSBROOK (DELBORELLO),A,304,1,0,0,0,0.7,2,11.3
1990,KEYSBROOK (DELBORELLO),A,311,1,NA,0,0,0,0,0.3
1990,KEYSBROOK (DELBORELLO),A,318,1,NA,0,0,0,0,0.7
1990,KEYSBROOK (DELBORELLO),B,130,2,45.5,0.1,0.5,1.7,5.1,5.4
1990,KEYSBROOK (DELBORELLO),B,135,2,87,1.4,3.3,2.1,3.5,16.3
1990,KEYSBROOK (DELBORELLO),B,143,2,429.5,34.7,8.9,8.3,4.8,22.6
1990,KEYSBROOK (DELBORELLO),B,150,2,1024,71.5,49.8,18.6,10.6,42.5
1990,KEYSBROOK (DELBORELLO),B,157,2,865,23.3,116.7,39.9,5.5,22.6
1990,KEYSBROOK (DELBORELLO),B,171,2,125.5,37.6,81.1,75.6,44.7,78.2
1990,KEYSBROOK (DELBORELLO),B,178,2,739.5,62.9,114.5,62.8,44.8,58.4
1990,KEYSBROOK (DELBORELLO),B,185,2,81.5,10.6,37.7,36.7,30.9,26.1
1990,KEYSBROOK (DELBORELLO),B,192,2,149.5,14.7,49.3,61.3,67.6,24.4
1990,KEYSBROOK (DELBORELLO),B,199,2,128.5,107.2,54.9,44.4,40.5,11.2
1990,KEYSBROOK (DELBORELLO),B,206,2,4,57.3,67.6,29.2,20.1,4.4
1990,KEYSBROOK (DELBORELLO),B,213,2,11,77.4,19.4,12.9,4,6.8
1990,KEYSBROOK (DELBORELLO),B,220,2,10.5,6.4,83.2,9.3,3.9,8.9
1990,KEYSBROOK (DELBORELLO),B,227,2,19,2.1,31.8,30.3,3.3,4
1990,KEYSBROOK (DELBORELLO),B,234,2,0.5,2.9,12.3,32.5,24.8,8.9
1990,KEYSBROOK (DELBORELLO),B,241,2,49.5,2.9,13.7,20.6,15.8,2.3
1990,KEYSBROOK (DELBORELLO),B,248,2,20,13.2,15.1,8.4,5.4,7.6
1990,KEYSBROOK (DELBORELLO),B,255,2,45.5,38.5,39.4,9.8,6,4.7
1990,KEYSBROOK (DELBORELLO),B,256,2,140,34.1,72.9,53.8,13.3,26.3
1990,KEYSBROOK (DELBORELLO),B,262,2,6,6.2,63,10.8,9.7,5.2
1990,KEYSBROOK (DELBORELLO),B,269,2,22.5,7.6,112.5,44.3,7.9,4.2
1990,KEYSBROOK (DELBORELLO),B,276,2,1.5,1,14.8,47.1,63.5,31.4
1990,KEYSBROOK (DELBORELLO),B,283,2,24.5,0.5,14.3,19.8,61.7,57.3
1990,KEYSBROOK (DELBORELLO),B,290,2,2.5,0,3.1,9.4,30.8,74.5
1990,KEYSBROOK (DELBORELLO),B,297,2,0,0.1,1.1,4.6,18.1,54.6
1990,KEYSBROOK (DELBORELLO),B,304,2,0,0,0,2.9,6.4,21.5
1990,KEYSBROOK (DELBORELLO),B,311,2,NA,0,0,0,0,5.2
1990,KEYSBROOK (DELBORELLO),B,318,2,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),C,130,3,122.5,0.3,0.8,2.7,6.6,11.9
1990,KEYSBROOK (DELBORELLO),C,135,3,518,1.9,5.7,2.3,1.8,20.7
1990,KEYSBROOK (DELBORELLO),C,143,3,877,15.8,3.9,2.5,2.1,13.7
1990,KEYSBROOK (DELBORELLO),C,150,3,661,88.6,66.6,13.8,5,32.9
1990,KEYSBROOK (DELBORELLO),C,157,3,78,23.9,163,55,8.8,24.1
1990,KEYSBROOK (DELBORELLO),C,171,3,56.5,36.3,109.9,85.5,23.8,42.9
1990,KEYSBROOK (DELBORELLO),C,178,3,424,26.2,81.3,65.9,53.1,111.6
1990,KEYSBROOK (DELBORELLO),C,185,3,286.5,15.1,52.9,50,46.4,30.1
1990,KEYSBROOK (DELBORELLO),C,192,3,93.5,9.9,36.4,35.5,42.2,11.5
1990,KEYSBROOK (DELBORELLO),C,199,3,71,71.2,59.3,47.1,40.8,13.2
1990,KEYSBROOK (DELBORELLO),C,206,3,7,49.5,52.7,23.1,13.4,3.9
1990,KEYSBROOK (DELBORELLO),C,213,3,3.5,65.9,19.6,11.8,6.1,7.4
1990,KEYSBROOK (DELBORELLO),C,220,3,7.5,5.1,49.5,4.6,1.4,3
1990,KEYSBROOK (DELBORELLO),C,227,3,1.5,1.4,28,24.4,2.7,2.9
1990,KEYSBROOK (DELBORELLO),C,234,3,14,1.3,16,41.8,26.9,8.6
1990,KEYSBROOK (DELBORELLO),C,241,3,42,4.2,15.2,40,21.2,3.4
1990,KEYSBROOK (DELBORELLO),C,248,3,8,4.7,7.1,7,7,5.8
1990,KEYSBROOK (DELBORELLO),C,255,3,40.5,13.1,6.7,4.4,2.6,3.8
1990,KEYSBROOK (DELBORELLO),C,256,3,19,34.2,102.1,98.6,30.3,31.7
1990,KEYSBROOK (DELBORELLO),C,262,3,54.5,3.9,47.2,14.5,10.8,5.8
1990,KEYSBROOK (DELBORELLO),C,269,3,41,1.8,60.3,34.3,7.2,5.3
1990,KEYSBROOK (DELBORELLO),C,276,3,13.5,0.7,21.4,42.2,59.2,15.4
1990,KEYSBROOK (DELBORELLO),C,283,3,3,0.1,3.8,18.5,65.8,37
1990,KEYSBROOK (DELBORELLO),C,290,3,0.5,0.1,2.3,5.3,15.5,36.5
1990,KEYSBROOK (DELBORELLO),C,297,3,0,0,0,0.2,1.3,2.9
1990,KEYSBROOK (DELBORELLO),C,304,3,0,0,0,0.3,1.6,6.2
1990,KEYSBROOK (DELBORELLO),C,311,3,NA,0,0,0,0,0.3
1990,KEYSBROOK (DELBORELLO),C,318,3,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),D,130,4,107.5,0.1,1,4.1,11,12.6
1990,KEYSBROOK (DELBORELLO),D,135,4,122,1.8,9.4,0.9,3.6,35
1990,KEYSBROOK (DELBORELLO),D,143,4,382,40.9,24,8.8,4.3,27.5
1990,KEYSBROOK (DELBORELLO),D,150,4,319,73.3,66.2,19.6,7.8,22.7
1990,KEYSBROOK (DELBORELLO),D,157,4,487.5,14.2,124.2,56.7,9.6,20.1
1990,KEYSBROOK (DELBORELLO),D,171,4,283,29.4,83.2,112,63,73.9
1990,KEYSBROOK (DELBORELLO),D,178,4,151.5,10.1,56.4,62.9,53.6,77.6
1990,KEYSBROOK (DELBORELLO),D,185,4,1099.5,2.5,20.3,38.4,35.8,42.8
1990,KEYSBROOK (DELBORELLO),D,192,4,1086.5,14.3,44.8,87,114.6,45.1
1990,KEYSBROOK (DELBORELLO),D,199,4,71.5,59.7,65,63.1,60.5,16.4
1990,KEYSBROOK (DELBORELLO),D,206,4,17.5,62.7,73.1,31.3,17.6,3.6
1990,KEYSBROOK (DELBORELLO),D,213,4,6,57.1,21,10.6,6.4,7.7
1990,KEYSBROOK (DELBORELLO),D,220,4,1.5,4.8,79.4,17.1,11.8,14.1
1990,KEYSBROOK (DELBORELLO),D,227,4,0,2.3,39.4,41.7,4.5,3.7
1990,KEYSBROOK (DELBORELLO),D,234,4,63,3.2,17.9,45.3,28.9,8.9
1990,KEYSBROOK (DELBORELLO),D,241,4,28,2.7,9.8,30.4,24.4,2.4
1990,KEYSBROOK (DELBORELLO),D,248,4,14,17.5,8,7.2,9.4,9.6
1990,KEYSBROOK (DELBORELLO),D,255,4,25,28.11111111111111,19.333333333333332,11.88888888888889,5,4.777777777777778
1990,KEYSBROOK (DELBORELLO),D,256,4,204,14.6,92.4,73.4,23.2,20
1990,KEYSBROOK (DELBORELLO),D,262,4,0,7,64.2,8.8,4.2,4.2
1990,KEYSBROOK (DELBORELLO),D,269,4,177,2.7,61.2,26,3.6,0.2
1990,KEYSBROOK (DELBORELLO),D,276,4,36,0.4,7.1,30,40.6,9.1
1990,KEYSBROOK (DELBORELLO),D,283,4,11.5,0.4,4,14.9,85.2,40.8
1990,KEYSBROOK (DELBORELLO),D,290,4,0,0.3,5.8,11.7,25.6,36.4
1990,KEYSBROOK (DELBORELLO),D,297,4,0,0,0,0,0.3,1
1990,KEYSBROOK (DELBORELLO),D,304,4,0,0,0,0,0.8,1.7
1990,KEYSBROOK (DELBORELLO),D,311,4,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),D,318,4,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),E,130,5,9.5,0,0.2,2.3,12.2,16.7
1990,KEYSBROOK (DELBORELLO),E,135,5,214.5,1.7,8.1,3.1,4.9,19.1
1990,KEYSBROOK (DELBORELLO),E,143,5,610.5,32.2,14.1,10.2,8.6,24
1990,KEYSBROOK (DELBORELLO),E,150,5,217,76.9,85.6,17.1,11.4,19.5
1990,KEYSBROOK (DELBORELLO),E,157,5,167.5,28,128.2,81.1,16.8,26.5
1990,KEYSBROOK (DELBORELLO),E,171,5,70.5,27.2,90.1,96.9,28.5,55.5
1990,KEYSBROOK (DELBORELLO),E,178,5,31.5,12.1,53.9,69.7,63.3,70.5
1990,KEYSBROOK (DELBORELLO),E,185,5,35.5,12,23.3,43.1,59.5,87.5
1990,KEYSBROOK (DELBORELLO),E,192,5,145.5,21.4,44.8,53.3,57,60.7
1990,KEYSBROOK (DELBORELLO),E,199,5,348,61.4,89.8,82.8,74.1,19.9
1990,KEYSBROOK (DELBORELLO),E,206,5,3,110.7,36.8,21.3,3.7,0.7
1990,KEYSBROOK (DELBORELLO),E,213,5,2.5,43.3,21.1,9.3,7.2,6.3
1990,KEYSBROOK (DELBORELLO),E,220,5,5.5,4.4,56.4,5.8,1.7,2.8
1990,KEYSBROOK (DELBORELLO),E,227,5,6.5,1.5,25.2,42.6,2.9,3.5
1990,KEYSBROOK (DELBORELLO),E,234,5,0.5,2.5,17.5,49.9,24.5,4.4
1990,KEYSBROOK (DELBORELLO),E,241,5,16.5,4.3,8.5,26.7,34.4,7.3
1990,KEYSBROOK (DELBORELLO),E,248,5,135.5,13.6,7,9.7,12.4,9
1990,KEYSBROOK (DELBORELLO),E,255,5,129.5,16.7,9.9,8,6.3,6.8
1990,KEYSBROOK (DELBORELLO),E,256,5,56.5,13.4,76.1,81.4,19.4,21.6
1990,KEYSBROOK (DELBORELLO),E,262,5,11,5.1,48.1,10.8,4.9,3
1990,KEYSBROOK (DELBORELLO),E,269,5,8.5,3.5,52.9,21.1,3.7,0.8
1990,KEYSBROOK (DELBORELLO),E,276,5,11,0.7,10.4,23.9,47.1,20.5
1990,KEYSBROOK (DELBORELLO),E,283,5,35.5,0.1,4.5,13.3,75.9,34.6
1990,KEYSBROOK (DELBORELLO),E,290,5,0,0.3,2.8,6.5,13.3,23.9
1990,KEYSBROOK (DELBORELLO),E,297,5,0,0,0,0.4,0.6,4.3
1990,KEYSBROOK (DELBORELLO),E,304,5,0,0,0,0,0.2,0.5
1990,KEYSBROOK (DELBORELLO),E,311,5,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),E,318,5,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),F,130,6,109.5,0.1,0.5,2.3,8.5,22.1
1990,KEYSBROOK (DELBORELLO),F,135,6,88,0.8,1.1,1.3,2,23
1990,KEYSBROOK (DELBORELLO),F,143,6,741.5,42.44444444444444,17.11111111111111,8.444444444444445,3.7777777777777777,18.3
1990,KEYSBROOK (DELBORELLO),F,150,6,283.5,39.8,51,13.9,6.5,16.1
1990,KEYSBROOK (DELBORELLO),F,157,6,179.5,29.2,84.6,41.6,11.4,25.2
1990,KEYSBROOK (DELBORELLO),F,171,6,89,28.3,58.5,52,51.2,72.6
1990,KEYSBROOK (DELBORELLO),F,178,6,212.5,10.7,26.7,31.6,59.8,102.9
1990,KEYSBROOK (DELBORELLO),F,185,6,304.5,3.3,30.9,48.4,52.3,34.5
1990,KEYSBROOK (DELBORELLO),F,192,6,223.5,29.2,62.6,47,38.8,42.1
1990,KEYSBROOK (DELBORELLO),F,199,6,129.5,150.6,58.4,72.1,24.2,8.3
1990,KEYSBROOK (DELBORELLO),F,206,6,56.5,98.7,35.2,38,5.6,1.1
1990,KEYSBROOK (DELBORELLO),F,213,6,4.5,23.3,13,8.3,3.5,3.1
1990,KEYSBROOK (DELBORELLO),F,220,6,7.5,3.1,40.9,4.7,1.5,3.4
1990,KEYSBROOK (DELBORELLO),F,227,6,34.5,0.5,19.6,27.4,2.5,4.5
1990,KEYSBROOK (DELBORELLO),F,234,6,2.5,3.6,15.7,33.6,18.6,5.8
1990,KEYSBROOK (DELBORELLO),F,241,6,4.5,2.8,2.4,17.5,23.2,6.5
1990,KEYSBROOK (DELBORELLO),F,248,6,65.5,10.9,14.4,8.2,9.4,14.3
1990,KEYSBROOK (DELBORELLO),F,255,6,132,20.9,14.7,8.4,7,5.8
1990,KEYSBROOK (DELBORELLO),F,256,6,191.5,22.7,20.7,16.7,16.9,14.8
1990,KEYSBROOK (DELBORELLO),F,262,6,27.5,1.5,21.3,3.4,2.2,2.9
1990,KEYSBROOK (DELBORELLO),F,269,6,0.5,1.3,19.7,14.8,3.5,2.3
1990,KEYSBROOK (DELBORELLO),F,276,6,94.5,0.9,18.2,34,52.5,36
1990,KEYSBROOK (DELBORELLO),F,283,6,2,0,1.1,4.2,31.7,32.7
1990,KEYSBROOK (DELBORELLO),F,290,6,0,0,0.4,2.2,9.3,41.7
1990,KEYSBROOK (DELBORELLO),F,297,6,0,0,0,0,0.1,0.7
1990,KEYSBROOK (DELBORELLO),F,304,6,0,0,0.6,2.5,3.1,10.8
1990,KEYSBROOK (DELBORELLO),F,311,6,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),F,318,6,NA,0,0,0,0,0.1
1990,KEYSBROOK (DELBORELLO),G,130,7,41.5,0.3,0.7,4.3,9.3,14.2
1990,KEYSBROOK (DELBORELLO),G,135,7,640,1.3,1.8,2.8,5.7,35.7
1990,KEYSBROOK (DELBORELLO),G,143,7,430.5,36.3,8.8,6.8,2.8,17.7
1990,KEYSBROOK (DELBORELLO),G,150,7,469.5,55.8,74.1,17.6,11.7,23.1
1990,KEYSBROOK (DELBORELLO),G,157,7,328.5,35.4,146.6,68.6,15,30.6
1990,KEYSBROOK (DELBORELLO),G,171,7,110.5,48.7,103.9,79.2,58.7,88.3
1990,KEYSBROOK (DELBORELLO),G,178,7,253,18.9,36.4,57.5,65.5,105.3
1990,KEYSBROOK (DELBORELLO),G,185,7,135.5,3.4,24.3,46.7,61.1,56.9
1990,KEYSBROOK (DELBORELLO),G,192,7,281.5,35.3,54.6,45.5,46.6,35.3
1990,KEYSBROOK (DELBORELLO),G,199,7,72,90.8,51.2,76.4,33.2,16.8
1990,KEYSBROOK (DELBORELLO),G,206,7,0.5,63.7,31.5,25.8,5.8,1.6
1990,KEYSBROOK (DELBORELLO),G,213,7,41,33.5,25.6,10.7,8,6.6
1990,KEYSBROOK (DELBORELLO),G,220,7,7,3.1,51.2,6.8,3.1,8.9
1990,KEYSBROOK (DELBORELLO),G,227,7,26,1.2,11.1,15.3,1.4,1.8
1990,KEYSBROOK (DELBORELLO),G,234,7,13.5,2.1,10.4,36.2,18.8,4.9
1990,KEYSBROOK (DELBORELLO),G,241,7,389,6,9.8,27.6,38,9.9
1990,KEYSBROOK (DELBORELLO),G,248,7,7.5,5.4,8.3,4,5.5,9.9
1990,KEYSBROOK (DELBORELLO),G,255,7,98,17.8,16.1,7.1,5.6,4.3
1990,KEYSBROOK (DELBORELLO),G,256,7,234.5,55.2,104.7,74.9,54.1,37.6
1990,KEYSBROOK (DELBORELLO),G,262,7,18.5,6.1,71.4,10.1,9.5,7.6
1990,KEYSBROOK (DELBORELLO),G,269,7,38,1.9,29.7,26.1,11,5.6
1990,KEYSBROOK (DELBORELLO),G,276,7,118,0.2,10.2,26.7,55,18.7
1990,KEYSBROOK (DELBORELLO),G,283,7,28,0.7,8.1,19.9,84.3,80.5
1990,KEYSBROOK (DELBORELLO),G,290,7,2.5,0.2,1.3,6.2,21.9,51
1990,KEYSBROOK (DELBORELLO),G,297,7,0,0,0.4,0.8,3.5,9.6
1990,KEYSBROOK (DELBORELLO),G,304,7,0,0,0.3,0.5,2.3,7.6
1990,KEYSBROOK (DELBORELLO),G,311,7,NA,0,0,0,0,1
1990,KEYSBROOK (DELBORELLO),G,318,7,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),H,130,8,36.5,0.2,1,3.6,7.3,6.4
1990,KEYSBROOK (DELBORELLO),H,135,8,157.5,0.2,0.9,1.9,2.4,16.9
1990,KEYSBROOK (DELBORELLO),H,143,8,179.5,14.5,4.1,4.5,3.5,21.1
1990,KEYSBROOK (DELBORELLO),H,150,8,132.5,85.6,78.9,19.9,11.3,28.8
1990,KEYSBROOK (DELBORELLO),H,157,8,172.5,36.6,110.2,58.5,19.7,32.3
1990,KEYSBROOK (DELBORELLO),H,171,8,126.5,33.2,87.8,56,34.3,40.2
1990,KEYSBROOK (DELBORELLO),H,178,8,44.5,8.9,32.2,43.9,53.7,72.9
1990,KEYSBROOK (DELBORELLO),H,185,8,22,6.3,24.7,35.9,43.7,21.1
1990,KEYSBROOK (DELBORELLO),H,192,8,466,22.2,55,38.1,45.3,34.9
1990,KEYSBROOK (DELBORELLO),H,199,8,93,53.2,56.4,64,13.4,4.9
1990,KEYSBROOK (DELBORELLO),H,206,8,16,61.2,30.3,22.2,3.4,0.8
1990,KEYSBROOK (DELBORELLO),H,213,8,6,38.7,41.1,12.3,11.5,4.9
1990,KEYSBROOK (DELBORELLO),H,220,8,4,3.9,42.3,6.1,2.5,2.5
1990,KEYSBROOK (DELBORELLO),H,227,8,5.5,1.1,17.5,22.4,2,1.5
1990,KEYSBROOK (DELBORELLO),H,234,8,4.5,2.6,12,27.7,14.8,1.7
1990,KEYSBROOK (DELBORELLO),H,241,8,87,4.6,4.9,14.7,22.2,6.2
1990,KEYSBROOK (DELBORELLO),H,248,8,67.5,3.2,3.2,6,5,16.2
1990,KEYSBROOK (DELBORELLO),H,255,8,95.5,26,22.4,9.5,5,4.6
1990,KEYSBROOK (DELBORELLO),H,256,8,134,27.1,67.3,48,30.8,18.3
1990,KEYSBROOK (DELBORELLO),H,262,8,53,2,28.4,5.4,3.6,4.3
1990,KEYSBROOK (DELBORELLO),H,269,8,6.5,0.9,21.7,36.6,12.9,4.6
1990,KEYSBROOK (DELBORELLO),H,276,8,64.5,1.1,13.5,23.9,20.7,31.5
1990,KEYSBROOK (DELBORELLO),H,283,8,1.5,0,2,3.2,14.3,29.9
1990,KEYSBROOK (DELBORELLO),H,290,8,5.5,0.8,4.5,11.9,25.9,69.2
1990,KEYSBROOK (DELBORELLO),H,297,8,0,0,0.2,0.4,2,7.1
1990,KEYSBROOK (DELBORELLO),H,304,8,0,0,0.1,0.3,1.9,13.3
1990,KEYSBROOK (DELBORELLO),H,311,8,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),H,318,8,NA,0,0,0,0,0
1990,KEYSBROOK (DELBORELLO),I,130,9,60.5,0.3,1.3,4.9,18.7,7.1
1990,KEYSBROOK (DELBORELLO),I,135,9,199,0.9,2.9,1.9,2.2,25
1990,KEYSBROOK (DELBORELLO),I,143,9,361,36.2,20.4,4.9,2.9,23.1
1990,KEYSBROOK (DELBORELLO),I,150,9,90,71.2,62.9,22.3,7.1,20.5
1990,KEYSBROOK (DELBORELLO),I,157,9,153.5,36.2,151.6,99.5,25.6,40.4
1990,KEYSBROOK (DELBORELLO),I,171,9,167,52.3,118.6,100,68.8,78.2
1990,KEYSBROOK (DELBORELLO),I,178,9,266,22.7,35.8,40.1,38.5,54.1
1990,KEYSBROOK (DELBORELLO),I,185,9,35,3.1,24.8,42.3,44.6,36.6
1990,KEYSBROOK (DELBORELLO),I,192,9,396,14.7,45.7,40.9,38.7,24.9
1990,KEYSBROOK (DELBORELLO),I,199,9,93,56.1,57.7,69.7,22.5,8.9
1990,KEYSBROOK (DELBORELLO),I,206,9,6.5,63.1,38.6,10.4,2.2,0.3
1990,KEYSBROOK (DELBORELLO),I,213,9,8,26.8,25.8,6.2,4.7,4
1990,KEYSBROOK (DELBORELLO),I,220,9,6.5,3.8,49.7,20.3,8.4,7
1990,KEYSBROOK (DELBORELLO),I,227,9,0,0.8,21.1,16.3,1.2,2.4
1990,KEYSBROOK (DELBORELLO),I,234,9,23.5,3.7777777777777777,6.111111111111111,16.333333333333332,18.77777777777778,4
1990,KEYSBROOK (DELBORELLO),I,241,9,12,5.3,3.9,13.1,24,5.7
1990,KEYSBROOK (DELBORELLO),I,248,9,28,2.3,3.3,2.1,2.6,9.6
1990,KEYSBROOK (DELBORELLO),I,255,9,95,15.3,12.4,8.5,4.5,3.5
1990,KEYSBROOK (DELBORELLO),I,256,9,303.6666666666667,20,96.9,82.1,42.4,28.8
1990,KEYSBROOK (DELBORELLO),I,262,9,6.5,3.6,31.4,4.3,2,2.2
1990,KEYSBROOK (DELBORELLO),I,269,9,5,2.8,20,29,23.3,11.7
1990,KEYSBROOK (DELBORELLO),I,276,9,0.5,0.7,4.9,14.9,30.4,40
1990,KEYSBROOK (DELBORELLO),I,283,9,60.5,1.7,9.4,12.3,34.2,39.3
1990,KEYSBROOK (DELBORELLO),I,290,9,0,1.1,2.4,1.8,10.2,32.7
1990,KEYSBROOK (DELBORELLO),I,297,9,0,0,0.5,1.2,2.1,9.2
1990,KEYSBROOK (DELBORELLO),I,304,9,0,0,0.1,0.8,2.6,12.5
1990,KEYSBROOK (DELBORELLO),I,311,9,NA,0,0,0,0,0.3
1990,KEYSBROOK (DELBORELLO),I,318,9,NA,0,0,0,0,1.5
1990,KEYSBROOK (DELBORELLO),J,130,10,3.5,0.1,1.4,6.2,9.4,4.7
1990,KEYSBROOK (DELBORELLO),J,135,10,264.5,2.1,2.4,3,7,15.9
1990,KEYSBROOK (DELBORELLO),J,143,10,304,19.5,9,4.8,5.4,28.8
1990,KEYSBROOK (DELBORELLO),J,150,10,341.5,53.4,64.4,18.3,6.5,26.3
1990,KEYSBROOK (DELBORELLO),J,157,10,246.5,50.9,156.4,67.1,11.5,27.7
1990,KEYSBROOK (DELBORELLO),J,171,10,145,30.8,30.8,30.8,16.1,13
1990,KEYSBROOK (DELBORELLO),J,178,10,28,40.8,49.4,45.5,26.6,19.6
1990,KEYSBROOK (DELBORELLO),J,185,10,619.5,3.9,11.4,21.9,25.3,36.7
1990,KEYSBROOK (DELBORELLO),J,192,10,138.5,11.6,51.6,44.3,38,15.7
1990,KEYSBROOK (DELBORELLO),J,199,10,2.5,56.1,58.5,61.7,16.8,8.9
1990,KEYSBROOK (DELBORELLO),J,206,10,77,61.3,31.5,12.7,2.3,0.6
1990,KEYSBROOK (DELBORELLO),J,213,10,0,37.8,22.8,9.9,3,2.6
1990,KEYSBROOK (DELBORELLO),J,220,10,1.5,3.8,35.3,9.7,5.1,2.5
1990,KEYSBROOK (DELBORELLO),J,227,10,0,0,3.8,26,16.8,5.2
1990,KEYSBROOK (DELBORELLO),J,234,10,14,1.9,8.8,20.8,22.6,2.2
1990,KEYSBROOK (DELBORELLO),J,241,10,22,2.3,2.7,8.9,16.9,3.2
1990,KEYSBROOK (DELBORELLO),J,248,10,49.5,1.4,5,2.3,3.1,9.1
1990,KEYSBROOK (DELBORELLO),J,255,10,34,11,7.9,5.2,3.3,4.6
1990,KEYSBROOK (DELBORELLO),J,256,10,31,39.8,96.1,56.1,55.7,31.2
1990,KEYSBROOK (DELBORELLO),J,262,10,0,1,23.3,5,0.9,2
1990,KEYSBROOK (DELBORELLO),J,269,10,13.5,2.5,9.9,17.7,25.9,21
1990,KEYSBROOK (DELBORELLO),J,276,10,0,0.6,6.9,12.6,17.9,22
1990,KEYSBROOK (DELBORELLO),J,283,10,5.5,0.6,6.7,9.4,26.3,38.4
1990,KEYSBROOK (DELBORELLO),J,290,10,0,0.5,2.4,4.1,9.5,16.7
1990,KEYSBROOK (DELBORELLO),J,297,10,0,0,1.7,2.6,3.4,10.9
1990,KEYSBROOK (DELBORELLO),J,304,10,0,0,0,0.1,1.4,9.6
1990,KEYSBROOK (DELBORELLO),J,311,10,NA,0,0,0,0.1,1.6
1990,KEYSBROOK (DELBORELLO),J,318,10,NA,0,0,0,0,0
1991,KEYSBROOK (DELBORELLO),A,142,11,NA,3.6,2.1,1.1,0,0
1991,KEYSBROOK (DELBORELLO),A,149,11,NA,3.6,6.5,0.2,0,0.3
1991,KEYSBROOK (DELBORELLO),A,156,11,0,0.5,3.7,9,1,0.8
1991,KEYSBROOK (DELBORELLO),A,163,11,0,0.6,3.9,3.8,11.9,13.4
1991,KEYSBROOK (DELBORELLO),A,170,11,57.5,1.5,1.3,8.4,11.5,34.4
1991,KEYSBROOK (DELBORELLO),A,177,11,387.5,15.9,3.5,0.8,0.7,41.5
1991,KEYSBROOK (DELBORELLO),A,184,11,42.5,47.8,28.4,2.8,3.7,27.3
1991,KEYSBROOK (DELBORELLO),A,191,11,55.5,44.1,66.6,17,2.1,12.2
1991,KEYSBROOK (DELBORELLO),A,198,11,37.5,14.8,115.6,45.9,12.2,4
1991,KEYSBROOK (DELBORELLO),A,205,11,113,31.5,96.9,73.3,16.4,4.1
1991,KEYSBROOK (DELBORELLO),A,212,11,37,13.3,98.6,64.4,37,14.4
1991,KEYSBROOK (DELBORELLO),A,219,11,19.5,1.3,27.5,20.1,17.5,14.3
1991,KEYSBROOK (DELBORELLO),A,226,11,152.5,8.6,19.4,15.1,11.2,12
