t1,t2,t3,t4,t5,m1,m2,m3,m4,m5,m0,e
0.023106652069519864,0.008317121170808937,0.013715832805273283,0.012715542432089253,0.016572507523042092,0.01654450179341504,0.005295497956174444,0.004868569671307642,0.004154682423827595,0.015766841692311143,9.977610539099612e-5,10
0.028993948335415232,0.007102821564889771,0.010611422763754456,0.01245304576088414,0.016760152864237043,0.008494007299541233,0.00609164650336779,0.005924335281401221,0.006948565141764434,0.010241829818333142,1e-4,9.999999862312913
0.0307328240376617,0.008712420672433354,0.013236297928550458,0.017044052615546233,0.016128116485767296,0.003371146019248028,0.0030868354271359217,0.0032000205410990584,0.0035709395066989566,0.007060994708502607,1e-4,10
0.026503879833804013,0.01052996963530256,0.015914086509288997,0.01716637349556572,0.017192918541478166,0.0170755527461467,0.008654039159369816,0.005868656780735417,0.006026584180533281,0.012367449593921564,9.526298075783249e-5,10
0.025405121488511383,0.007824581554510334,0.014081889080845754,0.01660927969062063,0.017234173861616048,0.014482923826771948,0.008885902087511279,0.006065711065349955,0.005805505378967144,0.007410220892104566,9.873150519115754e-5,9.996008533577394
